epoch,train_loss,test_loss
1,1.5642283673645283,1.018620582948248
2,1.1218320187561366,1.2954549717615886
3,0.9837893864938191,0.704964193953089
4,0.8925788261718592,0.6488386852195464
5,0.8388874867969022,0.6403102163808891
6,0.8083288287173729,0.6059324996299055
7,0.8170076896987704,0.5923899979476469
8,0.7709888453994479,0.5604848832969206
9,0.7709824564695662,0.5570109145468977
10,0.7583535247843485,0.5293791739337416
11,0.7601445379419899,0.6150738331208746
12,0.7106277819684877,0.49100787022027625
13,0.7385854549249824,0.4831070296735649
14,0.7069562129220184,0.5003470437354353
15,0.6773207849746912,0.48850518680480587
16,0.7274953962911909,0.4701663122837802
17,0.6862923528771011,0.4831636343375746
18,0.6824785523230628,0.6191066740507103
19,0.6613050879796549,0.9504524849983583
20,0.6191077731663779,0.6971230905458151
21,0.6374485651031137,0.4967550854366946
22,0.6226762564548728,0.4722089153456401
23,0.4891180433237887,0.41447034837251684
24,0.47751109885546017,0.4036863173346922
25,0.4741203086355663,0.4207881944007184
26,0.45958611524036647,0.3871671133730785
27,0.46380186093286896,0.3766639126711581
28,0.4586230211473089,0.3858532884034766
29,0.4581225415387628,0.3770178186606212
30,0.4466393302879011,0.3767084091542715
31,0.44937947924648014,0.3778891680111368
32,0.44738418758105564,0.3693971755992935
33,0.4479231503697074,0.37913843881653014
34,0.44485284763445354,0.3790325296212392
35,0.4405038637603272,0.37028808317270623
36,0.4382816292060425,0.3700554577341999
37,0.43566558310495956,0.3780948614858719
38,0.441516392313096,0.38179254855018063
39,0.4276525495497852,0.3707590011588062
40,0.42329184326096153,0.3672576390476112
41,0.4219329952813533,0.3630582627402731
42,0.42165263820135473,0.3640242376959468
43,0.41782910276052293,0.36644057714077366
44,0.42139851404544043,0.3614033573722265
45,0.4210163004867428,0.36359926699155787
46,0.42363671923284324,0.36167730193540276
47,0.4209626263235601,0.36098390332905644
48,0.4172616157091546,0.3640386559158923
49,0.4143543551790015,0.3656573897025671
50,0.41720942308061887,0.36061901841537064
51,0.41624217191521,0.3687079690666084
52,0.41970895108177647,0.3642738802605365
53,0.4177636460078006,0.3644945533519768
54,0.41531779430806637,0.3673799849418272
55,0.4149102150291509,0.3672271559396422
56,0.42135878865207943,0.36211603089987515
57,0.4164470932731519,0.36244904205023526
58,0.4168903701938689,0.3624537700271032
59,0.417012308771741,0.36296530839908553
60,0.41636577935661284,0.36276230108307067
61,0.42071133942286276,0.3631331021168146
62,0.41755682186280585,0.36258769286684245
63,0.4145440373151582,0.3626148034650159
64,0.4168189304538679,0.3625853564365801
65,0.41624577334910934,0.3626177222972893
66,0.42217190906747565,0.3626803177666951
67,0.415418567069407,0.36263151664331733
68,0.41533711299832377,0.3626465504787054
69,0.4184956104323572,0.3626469669930906
70,0.41209125170028027,0.36265029946723615
71,0.41652297473759675,0.36265214739075624
72,0.41378941604563474,0.36265581217874965
73,0.41804731547908514,0.3626585315509015
74,0.4160546075970847,0.3626583967223225
75,0.41850382865083463,0.362664664186627
76,0.4134112705799694,0.3626669837408755
77,0.4120450831132428,0.3626698555357485
78,0.41450285633113615,0.36267536447708865
79,0.4168967080245517,0.3626719048942428
80,0.4172117674523698,0.3626708907176213
81,0.41198324494786104,0.36267191764101925
82,0.4148027653121675,0.3626704330903938
83,0.4147380046185334,0.3626675681177392
84,0.41415731688695295,0.3626729824456824
85,0.41809357050806284,0.3626752005643155
86,0.41617821251061193,0.3626794314169022
87,0.413412565831095,0.36268142727484187
88,0.41713471531069707,0.36268252188182737
89,0.4181576054353191,0.36268424915980146
90,0.41821587359418677,0.36268761664269916
91,0.4182452768258446,0.3626901308097035
92,0.4195637228442546,0.3626902776669307
93,0.41709086444342924,0.3626998828118106
94,0.41657504459310857,0.36269987168082274
95,0.41906763920180345,0.362700388912695
96,0.41322974132716045,0.3627025395272726
97,0.41554786531938886,0.3627046897827861
98,0.4182078544696679,0.36270665601793545
99,0.4180854528724235,0.36270611957613247
100,0.4168273631046165,0.36271174467471706
101,0.4161890292996351,0.3627102913626705
102,0.41487060917769464,0.36271417751369706
103,0.4136357979506862,0.3627137776957937
104,0.41215971762276427,0.3627139726676137
105,0.41510423894363396,0.36271544070128936
106,0.41207231709505526,0.3627191453454006
107,0.4115107862506898,0.36272691297962006
108,0.41845529408631277,0.36273146465600253
109,0.4162749659117995,0.3627295420471444
110,0.41626730667693274,0.3627303278589823
111,0.42022974964003174,0.3627361407481044
112,0.41242251239184824,0.36273806964058475
113,0.41958214681861655,0.36274215399500837
114,0.4218507247064643,0.3627499343760042
115,0.41141398518099165,0.3627533950360425
116,0.41533841132851584,0.3627521052777049
117,0.41750067676778657,0.3627515338271497
118,0.4120214343527142,0.3627569309200149
119,0.41526475625720866,0.3627561418765999
120,0.41693837690756336,0.36276141096310444
121,0.4140565101893581,0.3627656308642353
122,0.4126772579775021,0.36276740930884716
123,0.41692906601012364,0.3627738922116268
124,0.4169785633246053,0.36278168641659153
125,0.41414149096045566,0.3627842697034399
126,0.4171857044518906,0.36278620003217676
127,0.4159813172906181,0.3627947897437107
128,0.4159889553616546,0.3628007225602506
129,0.41376681168734725,0.36280133296926337
130,0.41915090025725715,0.3628019388899746
131,0.41548773040995,0.3628028033368559
132,0.415529049647858,0.3627988520156906
133,0.4182052223620062,0.3628052598740681
134,0.4160648994717975,0.36280866469963485
135,0.41342168564585097,0.3628102711525308
136,0.41455564495860314,0.3628121072269348
137,0.41290543867959356,0.36281453162790783
138,0.4158810493251195,0.36281555603785687
139,0.4157434550342055,0.36281720934862116
140,0.4175681632810405,0.36281389339142534
141,0.4132693379224107,0.36281443539872227
142,0.41618977300822735,0.3628175669764898
143,0.41615863458956687,0.36281963859695987
144,0.4171532166133426,0.36282518595816143
145,0.416072221786468,0.3628304343984788
146,0.41215427164748614,0.36283312576362886
147,0.415910549442835,0.36283708318888425
148,0.416472550063413,0.3628441461597581
149,0.4178418433483766,0.362844576498112
150,0.4159313177176732,0.3628472508077162
151,0.4169068813932185,0.36284266142960053
152,0.41652403013989786,0.36284532640353745
153,0.4135653541936558,0.3628498642559511
154,0.4132760788352058,0.36285468810294047
155,0.4176696592618768,0.3628614494599492
156,0.41557676428738904,0.3628578523555434
157,0.41860639566213503,0.3628613011664655
158,0.41692582761146585,0.3628594137458916
159,0.4156044192460118,0.36286254101488963
160,0.41465264287948306,0.36286344926759423
161,0.4168329851283711,0.3628638638071267
162,0.41521972886343694,0.36286841045661145
163,0.41496050469957446,0.3628764030445053
164,0.4178465302957564,0.36287860033741914
165,0.41098326376202154,0.36288605648351
166,0.41386919883935125,0.3628907124680209
167,0.4156184522340036,0.36289410867604865
168,0.41685459156976823,0.3628928548241236
169,0.4155205914902748,0.36289270976221705
170,0.41722260754821555,0.36289520974618844
171,0.41554905018503113,0.3628938939557018
172,0.4137861797472044,0.36289275679961747
173,0.4130993271436618,0.36289421316370907
174,0.415035490735377,0.3628975226577506
175,0.41161010389653396,0.36290236535560655
176,0.41498193485016116,0.36290639351649456
177,0.41670168539965335,0.3629018360950861
178,0.415839739162855,0.3629024450678423
179,0.41239747312870256,0.36290581506418895
180,0.416219709612125,0.3629047606723854
181,0.41469868441701546,0.36290541883692684
182,0.41502454306702224,0.36290526820952634
183,0.4127947096237723,0.36290500286113786
184,0.4166058014356056,0.3629097965467407
185,0.4120647948121234,0.3629071678382805
186,0.41712889900164946,0.3629082502370857
187,0.4154675803622421,0.3629094577697386
188,0.41691310928982434,0.3629077768110367
189,0.4128155447732733,0.3629040301564228
190,0.4181077208902155,0.36290767932512674
191,0.41439460617090973,0.36291232435818177
192,0.4177485219183929,0.36291016907577056
193,0.41674064585406867,0.3629177356340799
194,0.4186959334611132,0.36291743258395825
195,0.4177054512333505,0.3629235334425087
196,0.4151368022193106,0.362928156034056
197,0.41639655252576485,0.3629327071718423
198,0.41453173814569505,0.3629340592278055
199,0.41623653059027027,0.362937010016786
200,0.41619299583099023,0.3629379999565791
201,0.41505085820408194,0.3629344831030053
202,0.4143203529339208,0.36293664197605774
203,0.41406856381277346,0.36294216994779654
204,0.4174817978518502,0.36294567836336344
205,0.4167302936999773,0.3629508251885334
206,0.41834208455735017,0.3629514153104231
207,0.41531325404399205,0.36295760539640864
208,0.4153526082482873,0.36295502964990684
209,0.41665664448269774,0.3629598324916449
210,0.42020827376910924,0.36296620587986633
211,0.41882843829273264,0.3629649559776467
212,0.4189182929029422,0.36296768199248486
213,0.4169080757288908,0.3629679906081004
214,0.41687884718673873,0.3629680360297123
215,0.4186760601730143,0.3629664960036795
216,0.4176002231673623,0.36297504675675585
217,0.41532502133323224,0.36297562987689513
218,0.4162016692571342,0.3629769273551114
219,0.412748759317839,0.3629755408289921
220,0.4144605754789117,0.36297406902514306
221,0.4137794113223802,0.3629744306027171
222,0.4145772074330218,0.36297211302332133
223,0.4173830520285636,0.36297527566013565
224,0.41784837767386773,0.3629725929125246
225,0.4170708407324796,0.3629747187516775
226,0.4159664538669951,0.362982371664909
227,0.4134465797652243,0.36298281313425085
228,0.41266981497102856,0.3629788417054946
229,0.41700188687299283,0.36297931513154363
230,0.4134956128249059,0.3629840703972851
231,0.41566577799884336,0.36299184126308165
232,0.41408273427538117,0.3629921023027006
233,0.41758058151724387,0.36299508235540734
234,0.41972917450439867,0.36299164359828073
235,0.41598239326279385,0.36299292025077773
236,0.417438974879606,0.36299548486629163
237,0.4127964430716725,0.3629968897046813
238,0.41429520080018106,0.3629965841411108
239,0.41285017968098425,0.3629985848464162
240,0.41628792202005127,0.36299495488764294
241,0.4152441837976934,0.3629950661975217
242,0.4118299555242518,0.36299168201814214
243,0.4178857294063331,0.36299379475145455
244,0.4143728808956031,0.36299857227917176
245,0.41774517639863246,0.3630023252174079
246,0.4152111311215071,0.36300495787557346
247,0.41589951199688474,0.36300677994647657
248,0.4163895901577661,0.3630104752549206
249,0.42009833513055833,0.3630103648427021
250,0.4149400747419164,0.36301548814917184
251,0.4181138357831811,0.36301997501447975
252,0.4149452315035219,0.36302530639861
253,0.4167533325107426,0.36302628287349836
254,0.41340960930006543,0.3630230259823512
255,0.4203949669585088,0.3630277078194791
256,0.4165606340488457,0.36303185842123376
257,0.41785928533811656,0.36303304441003914
258,0.42034509281000615,0.3630300909280777
259,0.4160781618473785,0.3630331700824829
260,0.41591862399055035,0.3630313480115799
261,0.41879440297619724,0.36303296200482243
262,0.41529744997506546,0.36304045046668454
263,0.4158969751407145,0.36304353249360277
264,0.4166193438541828,0.36304947859551534
265,0.41389161914739075,0.36305101736482365
266,0.4172468188275792,0.3630489461034177
267,0.4152007495167152,0.363049500498427
