epoch,train_loss,test_loss
1,2.1501927254151325,1.3937510251998901
2,1.4634779135183411,1.046965777873993
3,1.1671882144042425,0.8486475402658636
4,0.9709046486080909,0.6783368641679938
5,0.8765525608038416,0.6274609782479026
6,0.7991293583597455,0.5595419244332747
7,0.7571956747952773,0.5341921692544763
8,0.7289993893735263,0.5551783198660071
9,0.6908544665392564,0.4915416782552546
10,0.6654591444803744,0.4839284392920407
11,0.6820380441388305,0.44993642514402216
12,0.6090993210673332,0.5321362723003734
13,0.6043536320936923,0.4400450505993583
14,0.5739750868203689,0.4395619170232253
15,0.5451252609491348,0.4330174218524586
16,0.5397859941027603,0.513558341698213
17,0.5261431257335507,0.4267858564853668
18,0.5015711913607559,0.37798320705240424
19,0.5263818836942011,0.37588740207932214
20,0.4724885792452462,0.36980984698642383
21,0.4834394082427025,0.36969479376619513
22,0.45405081887634435,0.36401118473573163
23,0.4476367327935842,0.36320587450807745
24,0.4305665261891423,0.42886071042581037
25,0.4373431839809126,0.4860697226090865
26,0.4508797381909526,0.40815185687758704
27,0.4252929302806757,0.355306246063926
28,0.41571150187935146,0.3189241588115692
29,0.40192524541397484,0.3867273980920965
30,0.3930578497903688,0.40259692614728754
31,0.43248095013657395,0.47258230501955206
32,0.4185918624303779,0.4073943793773651
33,0.3828127356816311,0.3034211641008204
34,0.39098020126016775,0.3448030081662265
35,0.36964781551944964,0.2987241027030078
36,0.36006758217604795,0.30850027366118
37,0.3506658908968069,0.32362457703460346
38,0.36619506685101255,0.3419098285111514
39,0.3603738642164639,0.2802693410353227
40,0.35142288889203754,0.3124833052808588
41,0.35074045265815695,0.36288669976321136
42,0.3537269836025579,0.3017786890268326
43,0.36202233269506573,0.4020867808298631
44,0.34604429179916574,0.40053669160062616
45,0.34301925397344996,0.2583074217492884
46,0.32852081521129123,0.2886761169541966
47,0.3392793427468563,0.2685106518593701
48,0.3176444761303006,0.27660614116625354
49,0.3134711497292227,0.331720463254235
50,0.31537056820733206,0.36269820955666626
51,0.30660860924696437,0.2745259268717332
52,0.2614573213670935,0.24794487384232608
53,0.251657028131339,0.2542637518861077
54,0.2475946720461456,0.25286806984381244
55,0.24755907727747548,0.24507536671378397
56,0.24525693393483453,0.2396571460095319
57,0.24762038369568026,0.23936694047667764
58,0.24886554069056802,0.24279110540043225
59,0.24190553718683672,0.25130254843018274
60,0.2458954226149588,0.23927295207977295
61,0.24217291852953482,0.247009584849531
62,0.24020759358393903,0.23979504000056873
63,0.24174273340981833,0.24400259418921036
64,0.2385712681832362,0.24024008349938827
65,0.23829561190641657,0.23752604289488358
66,0.23771615060312407,0.2544050772081722
67,0.23630049262119798,0.2649896036494862
68,0.23701783003551619,0.250022136352279
69,0.2352673300370878,0.2372075319290161
70,0.23519743165495444,0.23437875238331882
71,0.23380534252037807,0.24912608076225629
72,0.2338046306097994,0.22756913439794021
73,0.23412905755091687,0.2728373489596627
74,0.2343468817369062,0.2410712485963648
75,0.22868006798077603,0.22481726109981537
76,0.2283114795478023,0.23233380236408926
77,0.22867425333480446,0.232495209032839
78,0.22542866091338956,0.24200185997919602
79,0.22942580845283003,0.23088780451904645
80,0.22841524728098694,0.24022112651304764
81,0.22659107594161618,0.24045039442452518
82,0.22225324003672114,0.22840002991936423
83,0.22002231823850651,0.22602090781385248
84,0.21993483983132303,0.22678230431946841
85,0.22198069734232767,0.22756634110754187
86,0.2209517752029458,0.22591108896515585
87,0.2195977657577213,0.22539388862523166
88,0.21815676302934178,0.2253690930930051
89,0.21849296287614473,0.22553397715091705
90,0.2201469798325276,0.22567079825834793
91,0.21927488967776299,0.2253530662168156
92,0.21870292822013096,0.22568941522728314
93,0.2183816099957544,0.22502780908888037
94,0.21970724542530215,0.22511306675997647
95,0.2177814601787499,0.22520700909874655
96,0.2194482104054519,0.2252317707646977
97,0.22030483650005594,0.22521997852758927
